Region,AMERICAN INDIAN/ALASKA NATIVE,ASIAN,BLACK,HISPANIC/LATINO,NATIVE HAWAIIAN/OTH PACF ISL,OTHER,Region Totals,TWO OR MORE RACES,WHITE
west,0.8,4.32,1.02,2.87,0.14,9.99,0.0,0.03,14.25
